player_name,player_kills,player_dbno,player_assists,player_dmg,player_dist_ride,player_dist_walk,player_survive_time
ZhongtianN,1.0,0.0,1.0,23.0,1417.8302,2970.21558,1097.784
Zhou10068,0.0,0.0,0.0,17.0,0.0,39.06878,148.90200000000004
ZhouMiao1,2.0,1.0,0.0,222.0,0.0,715.3749389999997,750.2360000000001
ZhouXx000,1.0,1.0,0.0,171.0,0.0,262.32287599999995,404.914
Zhusyy,0.0,0.0,0.0,0.0,0.0,22.9128666,81.277
ZnB_2tapFHG,1.0,2.0,0.0,118.0,0.0,236.390015,376.98800000000006
Zombie1clown,6.0,3.0,0.0,521.0,1034.50476,1410.78638,770.419
Zpitsdad,4.0,2.0,1.0,407.0,3567.48364,2352.96021,1031.581
Zt0307,0.0,0.0,0.0,44.0,715.6717,2453.95166,1164.521
Zu_Jack,1.0,0.0,0.0,178.0,0.0,1152.99231,706.8810000000003
Zwp_l,0.0,0.0,0.0,24.0,0.0,417.199829,318.8640000000001
Zxfy,0.0,0.0,0.0,0.0,0.0,698.1918,378.171
Zyander,0.0,0.0,0.0,39.0,2378.987,4227.25635,1596.517
Zys-Shuai,0.0,0.0,0.0,0.0,0.0,172.454956,132.73
Zz13145201,3.0,4.0,1.0,643.0,1272.38245,2289.2002,1692.304
Zzhongguoren_lzq,0.0,0.0,0.0,0.0,0.0,197.620865,140.216
ZzjFU711,3.0,0.0,0.0,399.0,1646.46484,2695.42529,1870.161
a-zlangjian,0.0,0.0,0.0,4.0,1867.605,1407.275,1873.73
a1534343286,1.0,0.0,0.0,120.0,1701.1322,1417.18921,619.179
a360465344,2.0,0.0,0.0,317.0,1051.396,3792.633,1629.191
a4353666,0.0,0.0,0.0,142.0,0.0,3521.2688,1633.326
a907680863,0.0,0.0,0.0,0.0,0.0,561.043457,427.022
aAbu1785,1.0,0.0,0.0,182.0,0.0,730.3604,1039.042
aHcKuJl,4.0,0.0,0.0,306.0,1607.14392,1607.8143300000006,1203.611
aNnest_CN,0.0,0.0,0.0,0.0,0.0,33.5636826,86.27600000000002
aa-hero,0.0,0.0,0.0,0.0,4012.833,2285.7937,1233.702
aa2844857138,0.0,0.0,0.0,47.0,0.0,61.8643074,105.955
aaaaaaahao,1.0,1.0,0.0,97.0,2732.46,1995.34973,1209.212
aaahsa088,0.0,0.0,0.0,0.0,0.0,3505.08276,1532.155
aaaxiaomengxin,0.0,0.0,1.0,41.0,3306.11938,3421.74023,1803.903
aabbccman,1.0,1.0,0.0,50.0,0.0,612.4177,479.156
aabbs,3.0,4.0,0.0,410.0,0.0,711.3738,527.7909999999998
aaiiihave,2.0,0.0,0.0,200.0,0.0,43.01853,106.157
aalixs,2.0,1.0,0.0,288.0,908.376038,3006.614260000001,1489.256
aaww5577,2.0,1.0,1.0,217.0,0.0,3767.433,1269.255
abbott0810,0.0,1.0,0.0,149.0,0.0,218.465378,157.361
abcdefgabc9,0.0,0.0,0.0,0.0,0.0,121.946281,244.124
acemvps,0.0,0.0,0.0,0.0,0.0,416.755585,383.429
adsadasdw,1.0,0.0,0.0,19.0,1606.94678,493.34512300000006,421.30300000000005
adwhjalikd,0.0,0.0,0.0,0.0,0.0,110.718025,137.356
aenguoy,1.0,0.0,0.0,60.0,0.0,478.5865,691.183
aeolosss,6.0,1.0,0.0,472.0,0.0,3862.83252,1409.635
af1299488168,0.0,0.0,0.0,0.0,0.0,16.0096989,111.239
agvsudy,0.0,0.0,0.0,0.0,0.0,71.48440550000002,113.323
ahoaryou,0.0,0.0,0.0,58.0,0.0,126.028564,221.86
ahqyhy,0.0,0.0,0.0,45.0,0.0,144.50116,290.594
ahwusjw,1.0,0.0,0.0,38.0,1290.05908,3854.5603,1494.21
aichijicom,0.0,0.0,0.0,0.0,0.0,55.7723236,117.226
aidenshaw,0.0,0.0,0.0,0.0,0.0,138.199066,142.498
aihuade,0.0,0.0,0.0,0.0,0.0,56.8397179,116.086
aiiw25me,1.0,1.0,0.0,166.0,1531.45435,1575.91833,914.362
ailiteail-zatem,1.0,0.0,0.0,100.0,0.0,123.297287,173.392
ailunZzzz,0.0,0.0,0.0,22.0,0.0,371.917816,466.452
ainidianhen,0.0,0.0,0.0,0.0,0.0,3894.28052,1241.945
aiqiaoqiqo520,0.0,0.0,0.0,0.0,0.0,1088.7749,430.025
aishanglili,0.0,0.0,0.0,0.0,5813.343260000002,2311.696,1102.779
aisusheng,0.0,0.0,0.0,0.0,798.8703,597.9508,443.962
aixiwangka,0.0,0.0,0.0,0.0,0.0,133.2147,183.154
aizhiyuan,2.0,2.0,0.0,247.0,0.0,258.159058,192.264
aka111,0.0,0.0,0.0,104.0,0.0,1438.3689,818.622
akikoL,0.0,0.0,0.0,0.0,0.0,1186.6499,436.267
all-the-mistake,0.0,0.0,0.0,77.0,6680.20068,2327.0517600000007,1627.121
allenMzx,0.0,0.0,0.0,0.0,0.0,1657.47314,687.23
alongcci,0.0,0.0,0.0,0.0,0.0,783.6545,598.337
amao26,2.0,2.0,0.0,150.0,0.0,750.4018,406.659
an_na001,3.0,2.0,1.0,404.0,959.1454,3090.974,1334.783
ancute6b,1.0,0.0,0.0,100.0,0.0,27.338356,130.128
andrylik,0.0,0.0,0.0,37.0,0.0,101.276268,168.748
andunderses0,1.0,1.0,0.0,88.0,0.0,660.9764,371.273
angediaoyu,0.0,0.0,0.0,50.0,1298.4231,1864.38208,934.098
angoodhyk,1.0,0.0,0.0,155.0,136.145691,2222.63477,1433.263
angusmango,1.0,1.0,0.0,117.0,0.0,245.137054,394.804
annasibo,0.0,1.0,0.0,66.0,4003.4043,4615.574000000001,815.4169999999997
ansonmui,0.0,0.0,0.0,28.0,2282.14087,1210.02551,903.749
ant_adr1418,0.0,0.0,0.0,0.0,0.0,5217.884279999998,1676.467
anwen122,0.0,0.0,0.0,1.0,1619.707,616.1941,860.262
anxinQGG,0.0,0.0,0.0,23.0,569.0154,1105.05066,631.0790000000002
aoligeilaotie,1.0,0.0,0.0,100.0,0.0,635.564941,280.952
aoteman0315,0.0,0.0,0.0,54.0,9639.525,1001.78149,1202.7089999999996
aq1234566,2.0,1.0,2.0,415.0,1430.889,1292.75122,1198.248
aressdor,0.0,0.0,0.0,0.0,0.0,92.5111847,109.321
argashr,2.0,3.0,0.0,214.0,0.0,277.43634,358.051
ariessnight,0.0,0.0,0.0,0.0,0.0,84.05958000000003,146.315
artKukak,4.0,2.0,0.0,296.0,1058.21313,2451.47021,1640.275
as420683,3.0,0.0,0.0,289.0,3080.55347,1450.08313,1330.131
asdafasg,2.0,1.0,1.0,379.0,1470.16028,2101.68359,1020.13
asdasd957,1.0,0.0,0.0,182.0,0.0,224.1003,234.29
asdcscasd,2.0,0.0,1.0,135.0,0.0,3627.4248,1756.2279999999994
asdf0987,0.0,0.0,0.0,0.0,0.0,11.2521582,103.947
asdf123852,0.0,0.0,0.0,98.0,0.0,1163.75244,775.115
asdfh156652,0.0,0.0,0.0,16.0,0.0,6.46051264,80.055
asdfklanaksdlf,0.0,0.0,0.0,0.0,0.0,278.416,296.7
asdgasdg789,2.0,1.0,0.0,283.0,1077.89233,1528.244,660.2389999999998
asdgsadf,0.0,0.0,0.0,0.0,1028.93835,1409.885,647.618
asdjasdasd,0.0,1.0,1.0,106.0,0.0,3534.4709999999995,1335.0379999999998
asdjasdjk,2.0,2.0,0.0,253.0,5570.99756,3296.33374,1147.474
asdklssa,0.0,0.0,0.0,75.0,0.0,77.65893,112.766
