match_id,team_id,team_placement
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100020,50
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100021,26
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100022,37
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100024,63
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100025,22
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100026,19
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100027,61
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100028,59
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100029,10
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100030,81
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100031,44
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100032,31
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100033,25
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100034,14
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100035,20
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100036,16
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100037,45
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100038,23
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100039,7
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100040,65
2U4GBNA0YmkSZoCEziHDTPbKTnCSvXGtN2X3FY3p4Y9gMPvQWvSkb4qJRUp27Nsh,100041,71
