,Unnamed: 0,date,game_size,match_id,match_mode,party_size,player_assists,player_dbno,player_dist_ride,player_dist_walk,player_dmg,player_kills,player_name,player_survive_time,team_id,team_placement
642,62978,2018-01-10T10:32:18+0000,48,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,tpp,2,0,0,651.6087650000002,6221.62,0,0,zhoujiuri,1648.345,1,6
643,62979,2018-01-10T10:32:18+0000,48,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,tpp,2,0,0,0.0,763.3386,0,0,Weieri,626.571,5,27
644,62980,2018-01-10T10:32:18+0000,48,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,tpp,2,0,0,0.0,663.304749,0,0,CFqiangwang1023,608.533,5,27
645,62981,2018-01-10T10:32:18+0000,48,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,tpp,2,0,0,0.0,40.66639710000001,17,0,ChinaYhang,104.164,6,17
646,62982,2018-01-10T10:32:18+0000,48,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,tpp,2,0,1,0.0,546.013855,100,0,LIJIUBIN,1030.242,6,17
647,62983,2018-01-10T10:32:18+0000,48,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,tpp,2,0,0,3671.4559999999997,461.673584,51,0,IMIK,591.082,7,30
648,62984,2018-01-10T10:32:18+0000,48,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,tpp,2,0,2,3252.78,381.8791,299,1,Gluconaft,299.913,7,30
649,62985,2018-01-10T10:32:18+0000,48,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,tpp,2,0,0,2861.3413100000002,5264.19043,7,0,HAMPLAO,1476.46,10,2
650,62986,2018-01-10T10:32:18+0000,48,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,tpp,2,0,3,4434.20166,4879.925,399,4,quxiaosong,1819.683,10,2
651,62987,2018-01-10T10:32:18+0000,48,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,tpp,2,0,2,2061.54517,3540.951170000001,166,3,obraznayr,1765.9479999999999,15,4
652,62988,2018-01-10T10:32:18+0000,48,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,tpp,2,1,1,1949.2515899999999,3873.1828600000003,171,1,Acmecondor,1704.394,15,4
653,62989,2018-01-10T10:32:18+0000,48,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,tpp,2,0,0,0.0,159.745056,90,0,Hekunandy,213.25900000000001,19,41
654,62990,2018-01-10T10:32:18+0000,48,2U4GBNA0YmlJNlYryH_ZK6EKzujITV9JtNkh8Q-lCNG0KzueaIS_8m0p9g3cUJ3-,tpp,2,0,0,0.0,126.02856399999999,58,0,ahoaryou,221.86,19,41
