,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
927741,Kar98k,lowmaner,1.0,271396.5,456106.3,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,1558,NamHB_53,10.0,277798.1,457019.9
927742,P92,mingYDG,3.0,396630.7,293682.9,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,310,Buldoo,38.0,393462.6,292966.6
927743,Kar98k,lowmaner,1.0,269347.7,460690.1,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,1705,#unknown,4.0,258711.5,463724.5
927744,SCAR-L,gaobujiao,11.0,268710.9,452388.0,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,1340,Lynks_God,13.0,272061.5,450771.3
927745,Down and Out,Jasonning,10.0,475280.6,470987.1,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,762,zjnbHT,24.0,480009.3,468658.1
927746,Down and Out,qowieunsa,2.0,261404.3,430535.8,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,1698,ZhangboFUCK,5.0,256387.9,436239.3
927747,S12K,mingYDG,3.0,393532.0,296200.0,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,404,jiuzhong,33.0,395062.3,296300.4
927748,S686,wuya6666,18.0,547623.9,239498.4,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,237,thebestXBN,32.0,547522.6,239817.8
927749,Bluezone,,,,,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,1126,kimdongdang,49.0,0.0,0.0
927750,SKS,AlincHao,20.0,211947.7,272186.6,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,335,zhangq1987,34.0,211165.5,276247.9
927751,S686,Gobstopper,19.0,420313.6,326926.8,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,208,tpwder,43.0,419610.2,327815.7
927752,Grenade,ZhangboFUCK,5.0,250119.2,401534.5,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,948,AlincHao,20.0,253995.7,398017.3
927753,Down and Out,Jasonning,10.0,476088.2,473561.9,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,646,GuanZhenCheng,,476115.3,471801.3
927754,SKS,yile88888,20.0,215731.2,273591.1,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,394,Faith-S,34.0,215217.9,278392.7
927755,R1895,fasfghgjh,21.0,688415.3,461711.6,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,83,zippo80038,36.0,688693.7,461791.2
927756,M16A4,AlincHao,20.0,206971.4,275016.3,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,256,husiding,41.0,215760.0,274564.8
927757,Grenade,lowmaner,1.0,273997.4,454515.2,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,1647,#unknown,7.0,277033.7,452221.2
927758,AKM,pite45,27.0,525572.1,382441.2,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,565,CHINESEBOY12,28.0,524760.6,381468.2
927759,Bluezone,wuya6666,18.0,479211.5,300143.2,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,953,LiftedNative,19.0,472202.4,306725.3
927760,Down and Out,1069938857,12.0,323605.8,440075.2,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,1277,XsyLove,15.0,320715.7,435968.3
927761,AKM,qqwer66,12.0,365620.3,396835.9,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,631,youJJ15cm,26.0,365221.6,397157.7
927762,Down and Out,qingrenqaz,28.0,566247.4,385068.2,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,114,201314YZF,49.0,566060.9,385933.2
927763,Down and Out,lowmaner,1.0,269962.1,461852.9,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,1705,Tianxiawudi86,4.0,257715.1,463645.6
927764,Down and Out,Jasonning,10.0,465748.7,474284.4,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,914,fasfghgjh,21.0,461860.4,471891.2
927765,Down and Out,Gobstopper,19.0,471957.6,306514.0,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,969,wuya6666,18.0,478820.9,300187.2
927766,Bluezone,,,,,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,1088,Mrwei1314,18.0,431459.8,352282.9
927767,Grenade,Nokia119,27.0,522610.8,380221.6,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,496,qingrenqaz,28.0,525433.3,381624.5
927768,SCAR-L,CHINESEBOY12,28.0,565369.6,386165.8,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,322,wei11000,37.0,565167.2,386283.2
927769,AKM,ZhangboFUCK,5.0,162290.3,287610.0,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,528,marui201,29.0,162693.6,287849.3
927770,Kar98k,ztr4510,14.0,518801.6,402220.0,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,628,pite45,27.0,525012.6,381318.9
927771,S1897,wei11000,37.0,565197.6,386186.1,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,239,PandaTV_BossZ,42.0,565134.8,386234.7
927772,S1897,qingrenqaz,28.0,565397.0,385128.1,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,114,YZX666888,49.0,565361.6,384967.3
927773,Tommy Gun,ztr4510,14.0,627453.1,379582.2,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,182,TieXiaoQian,44.0,629155.9,381556.1
927774,P92,GetFukinYourSefl,35.0,353417.4,403059.8,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,121,96744735264,45.0,353805.1,402853.4
927775,SCAR-L,CHINESEBOY12,28.0,523192.8,381243.6,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,527,Nokia119,27.0,523055.4,380561.5
927776,SCAR-L,sun3151,6.0,446874.9,629625.1,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,526,Ying-GMQ,30.0,446277.6,629147.2
927777,AKM,#unknown,7.0,307929.7,427014.8,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,1396,qqwer66,12.0,308767.0,427879.5
927778,M416,18825561520,3.0,245287.1,435479.7,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,1682,sun3151,6.0,245466.1,435510.5
927779,M16A4,Lowmoi,8.0,378074.2,474374.1,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,1281,cbl648914896,14.0,381568.0,471887.0
927780,M416,ZhangboFUCK,5.0,254659.3,423208.7,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,1590,jiji_die,8.0,256582.2,423255.2
927781,AKM,ZhangboFUCK,5.0,250203.9,401132.3,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,962,yile88888,20.0,251776.3,400480.7
927782,Punch,LB_yang,42.0,572934.9,386262.9,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,142,ET-Batman,37.0,573047.4,386281.0
927783,Down and Out,ztr4510,14.0,384900.4,470538.3,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,904,KELVINMUI,22.0,382078.9,469850.9
927784,Down and Out,Lowmoi,8.0,281516.7,426296.9,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,1508,MaoTao2333,7.0,289234.0,437923.1
927785,AKM,Ying-GMQ,30.0,451037.6,629114.7,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,259,douyuTV-669966,40.0,451044.0,628754.6
927786,Tommy Gun,cbl648914896,14.0,628655.4,378668.3,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,197,senMMP,44.0,629224.9,378281.9
927787,Down and Out,#unknown,7.0,307071.7,427096.8,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,1396,1069938857,12.0,306539.6,429920.2
927788,M16A4,orzEVA,39.0,157189.0,275349.2,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,159,wangxiang10,31.0,157511.3,275738.6
927789,M416,Jasonning,10.0,465809.3,474173.0,ERANGEL,2U4GBNA0YmlNoHAfLuNNNnEr3oLghkbFLLkufePPCC3dxNPb0X2JlML8siMw0MjQ,914,SamkillU,21.0,460308.6,471661.4
1060457,AKM,LaoXu6,10.0,612193.3,225001.8,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1241,MEH-Rocks,20.0,597132.9,213839.6
1060458,AKM,sorrowfuldude,64.0,531079.6,367077.4,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,210,yunochi,72.0,530857.1,365819.5
1060459,M416,Aragakiyui_o,3.0,556308.6,193460.3,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1646,distroyer0088,6.0,558936.3,192989.5
1060460,Mini 14,MR-Cooler,7.0,412196.9,272351.1,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,961,loading001,30.0,419703.1,291640.9
1060461,Bluezone,,,,,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1100,Kitty03,25.0,690697.2,474455.2
1060462,VSS,WZdeqiutian,55.0,325866.8,356375.2,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,172,zjh-w66,77.0,325187.9,354151.6
1060463,Punch,furkanaktan_,23.0,349427.6,65975.6,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,128,Snlper-_-,96.0,0.0,0.0
1060464,M16A4,kiss-life,11.0,468151.8,219091.5,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1449,Htypuffer,13.0,467141.9,219252.6
1060465,M416,Aragakiyui_o,3.0,548047.2,220581.7,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1547,HansenNation,9.0,549244.0,220336.9
1060466,Motorbike (SideCar),#unknown,68.0,706504.3,137310.5,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,258,#unknown,68.0,706504.3,137310.5
1060467,SCAR-L,Htypuffer,13.0,419540.9,374015.8,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,848,nimageb1,33.0,418392.5,380185.5
1060468,AKM,Aragakiyui_o,3.0,572180.1,274954.3,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1332,BluBlu12,17.0,566190.4,284613.8
1060469,Mini 14,MR-Cooler,7.0,437831.1,256957.6,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1111,biyiyibibi,24.0,458050.4,254417.8
1060470,SCAR-L,Htypuffer,13.0,368663.8,428921.3,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,588,ukzzz,51.0,368765.1,429516.4
1060471,Bluezone,,,,,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1382,kanghuiiiiii,16.0,452998.7,568714.6
1060472,P1911,BluBlu12,17.0,472508.0,360690.0,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,140,Gusy,82.0,471542.1,360122.6
1060473,M416,mingmingshini,78.0,439436.1,277328.8,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,103,qwer-open,93.0,439964.8,277436.3
1060474,Win94,daoyan55kai,35.0,451210.9,375580.9,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,280,Kimono_95,66.0,444293.8,368842.9
1060475,Kar98k,ChuFangXu,1.0,532705.4,176275.5,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1787,Aragakiyui_o,3.0,546161.1,181159.6
1060476,M16A4,kaikai0810,49.0,366206.0,442853.2,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,367,DESking,59.0,365788.2,442572.5
1060477,Mini 14,MR-Cooler,7.0,388589.0,277455.5,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,440,TangGuoDd,56.0,387890.6,279764.8
1060478,M416,zhbhwd,38.0,536076.9,295218.2,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,603,cuncaobs,50.0,536341.7,295407.9
1060479,AKM,ChuFangXu,1.0,436423.1,281306.5,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,354,Single-mmmm,60.0,437002.2,280944.4
1060480,Mk14,Aragakiyui_o,3.0,556579.4,193428.3,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1679,burububaijun,5.0,536816.4,198555.3
1060481,Bluezone,,,,,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1166,SEAGULL-dick,22.0,634413.1,356557.8
1060482,S1897,biqubiqubiqu,88.0,436155.7,276565.4,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,95,SHAME__LESS,96.0,436075.1,277433.0
1060483,AKM,Attacker_Kaisyn,2.0,525620.0,372971.3,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,328,HZ_SUPERCAN,61.0,525923.3,372428.8
1060484,Tommy Gun,zjy8230,40.0,450692.6,516569.2,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,313,zhang3sheng,63.0,450860.3,516924.2
1060485,Mini 14,ChuFangXu,1.0,438345.9,281221.3,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,205,Madlife1990,73.0,437664.2,281204.1
1060486,UMP9,burububaijun,5.0,537098.2,198709.7,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1646,MR-Cooler,7.0,538202.8,200227.1
1060487,M16A4,Lwaon,14.0,314222.3,353498.1,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,442,WZdeqiutian,55.0,313227.2,357890.4
1060488,M416,nimageb1,33.0,364459.9,421107.3,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,737,starrylife,43.0,364899.1,422337.8
1060489,SCAR-L,ChuFangXu,1.0,535218.1,180938.9,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1860,Attacker_Kaisyn,2.0,536875.1,186197.7
1060490,SKS,Ms-Xue,62.0,469393.9,574771.4,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,271,jimoBOY,67.0,471185.3,574352.0
1060491,Win94,WQSsscop,19.0,470648.8,570512.0,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,316,Ms-Xue,62.0,471204.9,574418.7
1060492,UMP9,BluBlu12,17.0,567927.3,296562.1,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1250,WQSsscop,19.0,565976.9,293653.8
1060493,SCAR-L,distroyer0088,6.0,577113.0,191906.7,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1518,LaoXu6,10.0,573260.7,201601.3
1060494,Tommy Gun,Madlife1990,73.0,439279.4,281611.2,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,137,dingminglong,84.0,438727.9,282349.7
1060495,Mk14,HansenNation,9.0,557773.5,219851.9,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1490,xmd123,12.0,557570.6,219971.3
1060496,Bluezone,,,,,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,840,haoduoduodecai,40.0,0.0,0.0
1060497,AKM,opmmi,37.0,558399.9,363497.1,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,739,hgfhjgf,41.0,554683.6,363110.6
1060498,S1897,hgfhjgf,41.0,545726.6,442305.3,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,132,ojbklong,85.0,545251.8,441879.3
1060499,AKM,Attacker_Kaisyn,2.0,526222.4,372422.3,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,297,sorrowfuldude,64.0,525649.0,372833.8
1060500,Crowbar,MEH-Rocks,20.0,546107.9,634351.9,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,145,BBCCai,81.0,546122.6,634225.9
1060501,Bluezone,,,,,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1089,nananajiang,44.0,0.0,0.0
1060502,Mini 14,Aragakiyui_o,3.0,626272.6,360456.2,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,811,MMVVP,36.0,625204.4,363549.6
1060503,M416,Love6alone,4.0,345148.1,132798.9,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,718,lvweixv0425,45.0,336189.3,125137.1
1060504,M416,Chinishi66,91.0,439931.1,280316.5,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,95,JyzdQs,95.0,439910.5,280801.9
1060505,AKM,TangGuoDd,56.0,379912.2,293803.6,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,140,GodSRW,83.0,379759.0,293345.5
1060506,M416,Bess_333,28.0,622462.8,467547.2,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,753,zjy8230,40.0,621097.8,464058.6
1060507,Grenade,daoyan55kai,35.0,574871.1,255919.8,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,822,daoyan55kai,35.0,574871.1,255919.8
1060508,AKM,xiaoking007,39.0,372621.8,272788.9,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,248,wangge87,69.0,369084.8,271278.2
1060509,AKM,liuxiaoyi1,8.0,552902.0,148421.7,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,975,MMPYANGDADA,29.0,552612.3,148148.7
1060510,M416,Htypuffer,13.0,468469.9,218107.1,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1432,Lwaon,14.0,468814.3,219453.7
1060511,Buggy,daoyan55kai,35.0,428271.2,340366.0,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,562,XiaoTian1110,53.0,433641.8,337968.8
1060512,S1897,dingminglong,84.0,439214.3,282105.0,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,131,hxhuang11,86.0,439010.9,283404.9
1060513,SKS,nimageb1,33.0,371705.8,424160.5,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,175,cfyixuan,76.0,371317.4,421929.9
1060514,Bluezone,,,,,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1490,kiss-life,11.0,482266.0,220565.5
1060515,Bluezone,,,,,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1033,longdzzz,39.0,0.0,0.0
1060516,M16A4,MR-Cooler,7.0,383628.5,282614.4,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,780,xiaoking007,39.0,384690.3,282486.1
1060517,AKM,biyiyibibi,24.0,350313.9,265969.8,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,192,Lucas-Jax,74.0,349151.8,266336.0
1060518,UMP9,panghaier666,54.0,433347.9,196393.4,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,381,UUK__thanghao,58.0,432786.4,195767.5
1060519,M16A4,furkanaktan_,23.0,377338.5,74045.96,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,293,TIAN130600,65.0,379982.3,73486.64
1060520,SCAR-L,ChuFangXu,1.0,448502.3,237132.0,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,894,wangjiechashen,32.0,448118.2,237775.8
1060521,M416,xmd123,12.0,554390.6,222400.8,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1407,lzjsnb9527,15.0,552030.3,221825.3
1060522,SCAR-L,ChuFangXu,1.0,527626.4,177139.3,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,1746,Love6alone,4.0,530337.6,177882.0
1060523,AKM,daoyan55kai,35.0,576146.4,262267.1,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,787,zhbhwd,38.0,575338.3,253567.5
1060524,Tommy Gun,Madlife1990,73.0,436344.9,280165.9,MIRAMAR,2U4GBNA0YmkBFFziCbNODl9vi45eKXWugAPqsOumE8TMwukQbxu24_9nTMOzet6q,120,II-Sinon-II,89.0,436960.9,280058.0
