,killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
11001163,M416,CBYILOVEYOU520,36.0,370078.2,424493.8,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,111,KvvZzz,44.0,370876.4,424368.9
11001164,SCAR-L,RookieChina,1.0,218286.0,465345.7,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1394,S3xyB0y,12.0,218592.9,464265.7
11001165,SCAR-L,sniper-lk0516,27.0,369015.9,429605.4,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,408,wh1918491772,29.0,369602.3,432541.5
11001166,UMP9,BBBBBB-8,29.0,562714.6,63015.88,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,334,Hyper_Beast_,30.0,563611.4,63128.01
11001167,M16A4,Dafort,30.0,571674.6,65537.38,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,158,Lovinme,42.0,0.0,0.0
11001168,M416,TwitchTV_XX,1.0,202466.6,487863.2,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1764,Chinask1,4.0,204365.3,492717.6
11001169,UMP9,ZOOKxiaokai,31.0,176947.5,295530.3,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,177,MichelleN,34.0,174741.1,295079.4
11001170,Down and Out,TwitchTV_XX,1.0,217922.4,464427.4,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1332,rooom,12.0,230515.2,466524.7
11001171,Down and Out,RookieChina,1.0,374057.4,436620.0,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,759,ccwgf,24.0,373897.9,435754.5
11001172,SCAR-L,MaShiPoison,14.0,353440.4,352130.3,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,875,CCTV4_red,19.0,355400.8,353892.9
11001173,Bluezone,,,,,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1492,Boomber_,10.0,153880.4,552223.4
11001174,Down and Out,TwitchTV_XX,1.0,287833.4,489968.3,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1064,kissmybick,16.0,291765.9,474720.9
11001175,M16A4,Hyper_Beast_,30.0,573042.3,67559.96,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,161,0813,44.0,0.0,0.0
11001176,Bluezone,,,,,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1491,0477_shehuiwang,10.0,153442.8,552567.6
11001177,Mini 14,jizhang-,16.0,324352.7,359993.5,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,244,970607YG,32.0,324945.6,360519.6
11001178,M416,TwitchTV_XX,1.0,287833.4,489968.3,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1064,jizhang-,16.0,291436.1,474955.2
11001179,M416,TwitchTV_XX,1.0,203599.0,493885.0,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1787,chenshinan123,3.0,204062.9,494974.7
11001180,Down and Out,TwitchTV_XX,1.0,203243.6,487664.8,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1569,jinbaobao666,8.0,222868.0,503457.2
11001181,AKM,sniper-lk0516,27.0,368961.7,429576.4,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,462,jiedada3018,29.0,369276.1,434401.2
11001182,Win94,jinbaobao666,8.0,314746.7,348005.7,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,130,HEWEIJIE666,43.0,315147.9,345956.6
11001183,Down and Out,ZOOKxiaokai,31.0,175800.0,293232.8,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,177,Dciiii,34.0,175190.8,295292.7
11001184,P1911,jizhang-,16.0,327817.2,356206.9,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,137,qweuqjiweuiwqhn,41.0,327965.3,355628.1
11001185,M16A4,Hyper_Beast_,30.0,569061.5,68305.01,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,141,L1ttleSparrow,32.0,572311.1,69383.76
11001186,M16A4,Dafort,30.0,571936.3,65552.02,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,160,SparrowCaviar,44.0,0.0,0.0
11001187,UMP9,jinbaobao666,8.0,334235.2,344413.3,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,823,mlgern,20.0,331532.3,343410.4
11001188,S686,MaShiPoison,14.0,434538.2,280194.9,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,151,yunyun1998,38.0,435523.6,280292.0
11001189,S686,MaShiPoison,14.0,434519.0,280123.4,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,162,NineMRT,38.0,435183.5,280447.0
11001190,SKS,TwitchTV_XX,1.0,366859.3,423587.1,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,172,zlc952,36.0,368130.4,424560.9
11001191,Down and Out,RookieChina,1.0,198517.3,488910.8,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1807,zhangyixing99,2.0,188312.3,495890.0
11001192,M16A4,Dafort,30.0,573425.2,65360.33,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,167,Darkcccccc,44.0,0.0,0.0
11001193,M16A4,BEYONDANDYU,6.0,169460.9,512379.3,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1621,I-like-me,7.0,170322.2,512555.0
11001194,M249,Haogevg,5.0,171750.3,514822.5,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1608,HEARWYH,7.0,171499.4,514464.1
11001195,Hit by Car,XWshiniba,8.0,302493.6,426324.6,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1103,xiaohuochiji2333,15.0,302702.1,426406.4
11001196,M16A4,Hyper_Beast_,30.0,567264.4,61142.93,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,118,JDong999,29.0,566891.4,61623.6
11001197,R45,Gentleman-9,18.0,329112.2,354208.2,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,851,MayhAnime,20.0,329160.4,346664.8
11001198,Kar98k,TwitchTV_XX,1.0,213238.0,471160.2,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1210,wAngEr-2,14.0,245017.4,473849.1
11001199,Mini 14,S3xyB0y,12.0,215790.3,468494.9,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1079,MaShiPoison,14.0,244800.7,474381.2
11001200,M416,zhangyixing99,2.0,181845.4,487840.3,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1472,CHINESEBOY12,11.0,183074.5,488384.6
11001201,Down and Out,I-like-me,7.0,157261.0,550083.8,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1235,BPADYSWK,13.0,158390.2,549739.1
11001202,P92,970607YG,32.0,318066.6,363049.9,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,179,wewqeqweq,33.0,319202.4,362894.1
11001203,SKS,RookieChina,1.0,198637.7,488675.4,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1807,CC654646,2.0,188241.7,494972.9
11001204,Down and Out,MaShiPoison,14.0,352819.2,353085.5,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,875,bale0814,19.0,355479.4,354477.5
11001205,M16A4,guanjinhui,4.0,219071.1,495180.2,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1604,XWshiniba,8.0,226442.0,502010.1
11001206,Hit by Car,BPADYSWK,13.0,159235.5,498651.0,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,970,xs3988120,17.0,159091.7,499287.1
11001207,P1911,Gentleman-9,18.0,363626.5,283108.1,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,284,zhangyu521love,31.0,374002.6,284828.6
11001208,Groza,zhangyixing99,2.0,181822.7,487977.0,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1468,qingrenqaz,11.0,181837.5,488083.8
11001209,Tommy Gun,jinbaobao666,8.0,332490.8,356444.4,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,934,GxyTOP1,18.0,333714.9,359220.4
11001210,Bluezone,,,,,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1643,BEYONDANDYU,6.0,178752.2,506167.0
11001211,Bluezone,,,,,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,779,ZOOKxiaokai,31.0,0.0,0.0
11001212,UMP9,HEARWYH,7.0,158454.8,550323.1,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1235,cgwniubi,13.0,158347.3,550201.9
11001213,Down and Out,TwitchTV_XX,1.0,367512.5,436325.6,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,679,MASK5678S,27.0,367300.9,432436.2
11001214,M416,TwitchTV_XX,1.0,367892.9,435400.1,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,679,sniper-lk0516,27.0,367889.1,435498.7
11001215,S686,MaShiPoison,14.0,434635.6,281072.1,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,131,LRLH0716,42.0,434864.2,281469.7
11001216,S1897,xs3988120,17.0,187815.5,402779.6,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,173,GoddAMnm,35.0,187759.0,403289.3
11001217,SKS,BPADYSWK,13.0,157970.0,503395.2,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,987,Ariesllll,17.0,150891.8,505861.1
11001218,SCAR-L,I-like-me,7.0,170322.2,512555.0,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1620,Happy0-9,6.0,171683.6,513742.8
11001219,Grenade,PaParazzi-S,21.0,564936.4,286957.0,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,568,lsnlsnnb,21.0,565659.0,285901.0
11001220,Bluezone,,,,,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,742,xulei7777777,26.0,232643.4,246322.4
11001221,Punch,cgwniubi,13.0,260621.8,210934.9,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,242,YuChen0817,26.0,278024.6,184311.5
11001222,Punch,MichelleN,34.0,173733.0,296305.2,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,168,ZE-OS,31.0,173857.2,296281.3
11001223,P1911,XWshiniba,8.0,317924.3,341360.3,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,102,henjiandan666,43.0,318000.8,341495.8
11001224,SKS,RookieChina,1.0,200675.0,488401.7,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1756,NBASong,3.0,197983.6,502895.4
11001225,Down and Out,jinbaobao666,8.0,306217.4,425162.8,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1103,aishanglili,15.0,306251.0,425259.8
11001226,Mini 14,NBASong,3.0,196534.8,508449.8,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1654,guanjinhui,4.0,213548.4,495282.6
11001227,Mini 14,S3xyB0y,12.0,218743.1,465623.8,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,761,Levin777,22.0,212849.3,468418.9
11001228,S12K,TwitchTV_XX,1.0,367258.1,422073.9,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,166,CBYILOVEYOU520,36.0,367472.9,423306.6
11001229,Down and Out,,,,,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1636,BestNingGeGe,5.0,171977.2,514328.3
11001230,Bluezone,,,,,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,747,Russ66666,32.0,0.0,0.0
11001231,Bluezone,,,,,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,1644,Haogevg,5.0,174472.5,511020.2
11001232,Down and Out,jizhang-,16.0,329363.4,356061.0,MIRAMAR,2U4GBNA0Ymmfzz6V9FYcb-VePCTltb7JwFks_6OeDx62p89tylzhXtic9vBZqTXH,137,LF1234qwe,41.0,328029.6,355744.2
11335517,Kar98k,cyca,1.0,367132.3,279829.6,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1887,iboykaiser,3.0,365594.3,283000.9
11335518,AKM,yesno0515,23.0,451320.1,360464.5,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1102,GodHHKK,16.0,451549.8,360853.6
11335519,Tommy Gun,janh88,16.0,451862.6,362220.4,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1106,yesno0515,23.0,451508.3,360740.2
11335520,Falling,sima6,3.0,358636.4,288454.7,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1807,BigMatt-,4.0,357532.3,286624.8
11335521,SKS,wo4ge,28.0,434143.0,280701.1,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,111,Pasi2001,15.0,434186.9,280316.8
11335522,Down and Out,NVJI,1.0,371125.5,277863.4,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1758,BuDongKaiChe,,371975.6,279290.2
11335523,S1897,mmp-cjl,29.0,196093.4,275653.4,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,200,nntshell,20.0,196371.4,275411.9
11335524,SCAR-L,Rexinn,7.0,356135.0,269568.1,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1711,teueman,10.0,358991.6,270244.1
11335525,SCAR-L,Alice-kk,17.0,254757.8,207399.6,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,743,wales666,26.0,254723.2,206870.1
11335526,Kar98k,iboykaiser,3.0,337080.8,308081.9,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1480,wi1dwind,14.0,345578.8,314811.8
11335527,M416,ppabop,5.0,360804.7,285281.4,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1769,420god,4.0,360959.6,285312.1
11335528,AKM,Alice-kk,17.0,256063.2,208338.8,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,725,lin2bloodiness,26.0,253858.0,205162.3
11335529,UMP9,YY2464,1.0,369784.1,277922.2,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1758,Skaichen,,372021.3,278717.8
11335530,UMP9,125999354WXy,19.0,348441.9,299451.4,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,177,xianyusong,25.0,348592.6,299312.9
11335531,Down and Out,mmp-cjl,29.0,198500.2,276035.3,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,263,CSODNP,20.0,198540.8,276105.7
11335532,Bluezone,,,,,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1494,ahwusjw,13.0,0.0,0.0
11335533,AKM,cyca,1.0,614046.6,267859.6,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,950,ldongplus,14.0,617410.2,261481.8
11335534,UMP9,YY2464,1.0,367889.2,279931.1,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1989,GNMLBDQ,2.0,368530.1,279809.9
11335535,Bluezone,,,,,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1652,whut12315,11.0,369863.9,311349.2
11335536,Bluezone,,,,,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1183,gamer05076,27.0,0.0,0.0
11335537,M16A4,whut12315,11.0,378066.9,318198.6,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1589,Vxi_Vxi,12.0,378006.8,319635.8
11335538,Down and Out,YY2464,1.0,370165.5,277909.3,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1784,DASDASD41,7.0,358220.3,275109.2
11335539,Down and Out,iboykaiser,3.0,334816.9,307370.3,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1480,9229,14.0,345695.6,314685.3
11335540,SCAR-L,NVJI,1.0,611947.7,265070.1,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,947,CAIJW0815,14.0,619578.1,264553.5
11335541,M416,sima6,3.0,288853.6,308903.5,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1339,Alice-kk,17.0,291905.3,297111.7
11335542,M16A4,FanYin233,25.0,368139.0,274410.0,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,530,125999354WXy,19.0,368214.9,274328.9
11335543,Down and Out,NVJI,1.0,371094.2,277485.0,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1713,china-supuerboy,8.0,359827.0,276467.5
11335544,Punch,CSODNP,20.0,200470.1,273934.9,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,151,zbcxhcjl,29.0,201371.7,274252.8
11335545,Falling,,,,,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1316,158QWAS,19.0,336903.7,424020.5
11335546,AKM,Vxi_Vxi,12.0,375935.6,434009.8,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,248,yigeXiaoYaoJing,18.0,373767.6,433908.9
11335547,UMP9,Booom622,1.0,440789.8,283877.8,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,284,Chickendidia,28.0,440902.2,283264.9
11335548,SKS,Alice-kk,17.0,291134.1,295616.2,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1299,Shakesoul,3.0,291457.3,309216.4
11335549,Micro UZI,ahwusjw,13.0,368951.2,390503.0,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1335,HuaHuaLuo,18.0,370291.7,391745.2
11335550,Kar98k,iboykaiser,3.0,357721.2,288948.5,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1784,Rexinn,7.0,356125.6,279064.9
11335551,AKM,wales666,26.0,254667.3,207586.9,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,738,StaR_3,17.0,254429.8,207499.8
11335552,Grenade,YY2464,1.0,368711.2,282041.4,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1831,ppabop,5.0,360435.5,285320.5
11335553,Grenade,yesno0515,23.0,449591.3,360906.0,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1076,Zhang17,16.0,450691.8,361513.2
11335554,Bluezone,Iamduanmingshan,8.0,360366.1,278083.2,MIRAMAR,2U4GBNA0Ymn5r-MB-hW-AhtulkRxmuFFa6O0fFPvA0gasRkUiXw_zGWtrIurEl-4,1768,ChristmasPudding,7.0,359468.6,272755.8
